timestamp,device_id,ssid,bssid,security,frequency,rssi
1759234643487,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,3c:a6:2f:20:f7:43,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-75
1759234643487,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,3c:a6:2f:20:f7:42,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-64
1759234643487,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,NA,cc:00:f1:e9:a5:82,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],5500,-71
1759234643487,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Enter friend and enter,cc:00:f1:e9:a5:7e,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],2412,-59
1759234643487,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Enter friend and enter,cc:00:f1:e9:a5:7f,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],5500,-71
1759234643487,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,My VW 4899,2e:d1:c6:54:7c:f0,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],2437,-85
1759234643487,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,2c:3a:fd:c2:2b:2d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-85
1759234643487,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,2e:3a:fd:c2:2b:2e,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-74
1759234643487,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,3e:a6:2f:20:f7:43,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-74
1759234643487,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,2e:3a:fd:c2:2b:2d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-84
1759234643487,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,3e:a6:2f:20:f7:42,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-66
1759234703541,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,3c:a6:2f:20:f7:43,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-74
1759234703541,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,3c:a6:2f:20:f7:42,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-64
1759234703541,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,NA,cc:00:f1:e9:a5:82,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],5500,-72
1759234703541,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Enter friend and enter,cc:00:f1:e9:a5:7e,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],2412,-59
1759234703541,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Enter friend and enter,cc:00:f1:e9:a5:7f,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],5500,-71
1759234703541,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,2c:3a:fd:c2:2b:2e,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-72
1759234703541,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,2c:3a:fd:c2:2b:2d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-87
1759234703541,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,2e:3a:fd:c2:2b:2e,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-73
1759234703541,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,3e:a6:2f:20:f7:43,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-74
1759234703541,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,2e:3a:fd:c2:2b:2d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-86
1759234703541,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,3e:a6:2f:20:f7:42,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-65
1759234763505,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,3c:a6:2f:20:f7:43,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-75
1759234763505,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,3c:a6:2f:20:f7:42,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-67
1759234763505,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,NA,cc:00:f1:e9:a5:82,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],5500,-72
1759234763505,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Enter friend and enter,cc:00:f1:e9:a5:7e,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],2412,-63
1759234763505,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Enter friend and enter,cc:00:f1:e9:a5:7f,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],5500,-72
1759234763505,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,2c:3a:fd:c2:2b:2e,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-71
1759234763505,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,2c:3a:fd:c2:2b:2d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-86
1759234763505,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,2e:3a:fd:c2:2b:2e,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-71
1759234763505,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,3e:a6:2f:20:f7:43,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-74
1759234763505,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,2e:3a:fd:c2:2b:2d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-87
1759234763505,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,3e:a6:2f:20:f7:42,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-64
1759234869319,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,3c:a6:2f:20:f7:43,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-75
1759234869319,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,3c:a6:2f:20:f7:42,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-67
1759234869319,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,NA,cc:00:f1:e9:a5:82,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],5500,-71
1759234869319,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Enter friend and enter,cc:00:f1:e9:a5:7e,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],2412,-64
1759234869319,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Enter friend and enter,cc:00:f1:e9:a5:7f,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],5500,-71
1759234869319,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,2c:3a:fd:c2:2b:2e,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-71
1759234869319,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,2c:3a:fd:c2:2b:2d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-87
1759234869319,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,2e:3a:fd:c2:2b:2e,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-72
1759234869319,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,3e:a6:2f:20:f7:43,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-75
1759234869319,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,2e:3a:fd:c2:2b:2d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-85
1759234869319,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,3e:a6:2f:20:f7:42,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-67
1759234931539,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,3c:a6:2f:20:f7:43,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-72
1759234931539,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,3c:a6:2f:20:f7:42,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-71
1759234931539,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,NA,cc:00:f1:e9:a5:82,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],5500,-69
1759234931539,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Enter friend and enter,cc:00:f1:e9:a5:7e,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],2412,-60
1759234931539,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Enter friend and enter,cc:00:f1:e9:a5:7f,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],5500,-68
1759234931539,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,2c:3a:fd:c2:2b:2e,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-71
1759234931539,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,2c:3a:fd:c2:2b:2d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-84
1759234931539,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,2e:3a:fd:c2:2b:2e,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-70
1759234931539,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,3e:a6:2f:20:f7:43,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-72
1759234931539,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,2e:3a:fd:c2:2b:2d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-84
1759234931539,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,3e:a6:2f:20:f7:42,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-70
1759234933993,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,3c:a6:2f:20:f7:43,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-72
1759234933993,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,3c:a6:2f:20:f7:42,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-65
1759234933993,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,NA,cc:00:f1:e9:a5:82,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],5500,-69
1759234933993,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Enter friend and enter,cc:00:f1:e9:a5:7e,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],2412,-59
1759234933993,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Enter friend and enter,cc:00:f1:e9:a5:7f,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],5500,-69
1759234933993,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,2c:3a:fd:c2:2b:2e,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-71
1759234933993,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,2c:3a:fd:c2:2b:2d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-83
1759234933993,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,2e:3a:fd:c2:2b:2e,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-71
1759234933993,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,3e:a6:2f:20:f7:43,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-72
1759234933993,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,2e:3a:fd:c2:2b:2d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-84
1759234933993,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,3e:a6:2f:20:f7:42,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-68
1759234999430,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,3c:a6:2f:20:f7:43,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-74
1759234999430,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,3c:a6:2f:20:f7:42,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-65
1759234999430,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,NA,cc:00:f1:e9:a5:82,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],5500,-71
1759234999430,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Enter friend and enter,cc:00:f1:e9:a5:7e,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],2412,-64
1759234999430,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Enter friend and enter,cc:00:f1:e9:a5:7f,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],5500,-71
1759234999430,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,2c:3a:fd:c2:2b:2e,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-72
1759234999430,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,2c:3a:fd:c2:2b:2d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-86
1759234999430,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,2e:3a:fd:c2:2b:2e,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-72
1759234999430,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,3e:a6:2f:20:f7:43,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-75
1759234999430,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,2e:3a:fd:c2:2b:2d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-84
1759234999430,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,3e:a6:2f:20:f7:42,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-64
1759235091423,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,3c:a6:2f:20:f7:43,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-70
1759235091423,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,3c:a6:2f:20:f7:42,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-66
1759235091423,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,NA,cc:00:f1:e9:a5:82,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],5500,-68
1759235091423,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Enter friend and enter,cc:00:f1:e9:a5:7e,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],2412,-61
1759235091423,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Enter friend and enter,cc:00:f1:e9:a5:7f,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],5500,-68
1759235091423,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,2c:3a:fd:c2:2b:2e,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-73
1759235091423,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,2c:3a:fd:c2:2b:2d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-84
1759235091423,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,2e:3a:fd:c2:2b:2e,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-72
1759235091423,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,3e:a6:2f:20:f7:43,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-71
1759235091423,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,2e:3a:fd:c2:2b:2d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-84
1759235091423,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,3e:a6:2f:20:f7:42,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-65
1759235151414,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,3c:a6:2f:20:f7:43,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-74
1759235151414,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,3c:a6:2f:20:f7:42,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-65
1759235151414,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,NA,cc:00:f1:e9:a5:82,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],5500,-73
1759235151414,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Enter friend and enter,cc:00:f1:e9:a5:7e,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],2412,-62
1759235151414,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Enter friend and enter,cc:00:f1:e9:a5:7f,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],5500,-73
1759235151414,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,2c:3a:fd:c2:2b:2e,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-72
1759235151414,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,2c:3a:fd:c2:2b:2d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-87
1759235151414,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,2e:3a:fd:c2:2b:2e,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-72
1759235151414,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,3e:a6:2f:20:f7:43,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-74
1759235151414,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,2e:3a:fd:c2:2b:2d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-85
1759235151414,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,3e:a6:2f:20:f7:42,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-65
1759235202221,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,3c:a6:2f:20:f7:43,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-72
1759235202221,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,3c:a6:2f:20:f7:42,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-64
1759235202221,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,NA,cc:00:f1:e9:a5:82,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],5500,-70
1759235202221,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Enter friend and enter,cc:00:f1:e9:a5:7e,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],2412,-63
1759235202221,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Enter friend and enter,cc:00:f1:e9:a5:7f,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS][WPS][MFPC],5500,-71
1759235202221,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,2c:3a:fd:c2:2b:2e,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-70
1759235202221,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,FRITZ!Box 7590 UB,2c:3a:fd:c2:2b:2d,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-85
1759235202221,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,2e:3a:fd:c2:2b:2e,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2462,-70
1759235202221,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,Clemens Gastzugang,3e:a6:2f:20:f7:43,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],5300,-72
